run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
6,tanh,AdamW,[32],Dane1_raw,0.463746,0.472906,0.455071,11,2.15
7,tanh,AdamW,[32],Dane1_raw,0.279578,0.315571,0.28453,78,10.56
8,tanh,AdamW,[32],Dane1_raw,0.30568,0.346863,0.310343,92,12.33
9,tanh,AdamW,[32],Dane1_raw,0.284116,0.327839,0.289838,90,12.16
10,tanh,AdamW,[32],Dane1_raw,0.302856,0.346625,0.307865,104,13.83
1,tanh,AdamW,[32],Dane2_standardise,0.001384,0.001333,0.001026,300,34.13
2,tanh,AdamW,[32],Dane2_standardise,0.001425,0.00124,0.000889,220,25.08
3,tanh,AdamW,[32],Dane2_standardise,0.000901,0.000909,0.000567,382,43.18
4,tanh,AdamW,[32],Dane2_standardise,0.00065,0.000617,0.000416,350,39.64
5,tanh,AdamW,[32],Dane2_standardise,0.001025,0.001011,0.000652,278,31.47
6,tanh,AdamW,[32],Dane2_standardise,0.001356,0.001206,0.000902,287,32.66
7,tanh,AdamW,[32],Dane2_standardise,0.001479,0.001331,0.000996,251,28.59
8,tanh,AdamW,[32],Dane2_standardise,0.001448,0.001346,0.000928,257,29.22
9,tanh,AdamW,[32],Dane2_standardise,0.00112,0.001074,0.000759,329,37.2
10,tanh,AdamW,[32],Dane2_standardise,0.001899,0.001666,0.001202,214,24.52
1,tanh,AdamW,[32],Dane2_raw,0.012288,0.008959,0.010791,95,11.45
2,tanh,AdamW,[32],Dane2_raw,0.01289,0.009769,0.011491,110,12.95
3,tanh,AdamW,[32],Dane2_raw,0.013386,0.009824,0.011734,76,9.31
4,tanh,AdamW,[32],Dane2_raw,0.012975,0.009642,0.011461,115,13.63
5,tanh,AdamW,[32],Dane2_raw,0.013222,0.0101,0.011779,101,11.99
6,tanh,AdamW,[32],Dane2_raw,0.013071,0.009757,0.011513,91,10.86
7,tanh,AdamW,[32],Dane2_raw,0.012769,0.009498,0.011137,106,12.73
8,tanh,AdamW,[32],Dane2_raw,0.012674,0.009259,0.010966,97,11.62
9,tanh,AdamW,[32],Dane2_raw,0.01316,0.009391,0.011501,88,10.49
10,tanh,AdamW,[32],Dane2_raw,0.011762,0.009198,0.010585,112,13.18
1,tanh,AdamW,"[32, 16]",Dane1_standardise,0.469849,0.489736,0.463706,11,2.53
2,tanh,AdamW,"[32, 16]",Dane1_standardise,0.462957,0.496915,0.461245,23,3.88
3,tanh,AdamW,"[32, 16]",Dane1_standardise,0.463253,0.482355,0.458132,26,4.31
4,tanh,AdamW,"[32, 16]",Dane1_standardise,0.468214,0.490364,0.462908,11,2.36
5,tanh,AdamW,"[32, 16]",Dane1_standardise,0.456557,0.489555,0.456068,43,6.45
6,tanh,AdamW,"[32, 16]",Dane1_standardise,0.460643,0.494434,0.459276,16,3.02
7,tanh,AdamW,"[32, 16]",Dane1_standardise,0.46468,0.492393,0.461085,21,3.66
8,tanh,AdamW,"[32, 16]",Dane1_standardise,0.455735,0.478538,0.453441,55,8.01
9,tanh,AdamW,"[32, 16]",Dane1_standardise,0.461439,0.493694,0.459716,16,3.0
10,tanh,AdamW,"[32, 16]",Dane1_standardise,0.463806,0.496534,0.461576,11,2.36
1,tanh,AdamW,"[32, 16]",Dane1_raw,0.166581,0.170113,0.170711,134,18.23
2,tanh,AdamW,"[32, 16]",Dane1_raw,0.188012,0.191908,0.191054,131,17.86
3,tanh,AdamW,"[32, 16]",Dane1_raw,0.339951,0.346419,0.333033,30,4.86
4,tanh,AdamW,"[32, 16]",Dane1_raw,0.154021,0.165852,0.160712,134,18.34
5,tanh,AdamW,"[32, 16]",Dane1_raw,0.240105,0.254869,0.243344,56,8.19
6,tanh,AdamW,"[32, 16]",Dane1_raw,0.18972,0.190084,0.192428,108,14.91
7,tanh,AdamW,"[32, 16]",Dane1_raw,0.255572,0.270485,0.256041,54,7.94
8,tanh,AdamW,"[32, 16]",Dane1_raw,0.27414,0.263141,0.268169,62,8.94
9,tanh,AdamW,"[32, 16]",Dane1_raw,0.209517,0.214508,0.212139,89,12.42
10,tanh,AdamW,"[32, 16]",Dane1_raw,0.249283,0.253366,0.247711,61,8.78
1,tanh,AdamW,"[32, 16]",Dane2_standardise,0.002013,0.001872,0.001304,115,13.9
2,tanh,AdamW,"[32, 16]",Dane2_standardise,0.002247,0.002185,0.001319,133,15.87
3,tanh,AdamW,"[32, 16]",Dane2_standardise,0.001654,0.001726,0.000954,220,27.63
4,tanh,AdamW,"[32, 16]",Dane2_standardise,0.00081,0.000852,0.000487,187,21.94
5,tanh,AdamW,"[32, 16]",Dane2_standardise,0.002007,0.001848,0.00123,85,10.54
6,tanh,AdamW,"[32, 16]",Dane2_standardise,0.002078,0.002135,0.001195,133,15.89
7,tanh,AdamW,"[32, 16]",Dane2_standardise,0.001463,0.001462,0.000828,167,19.74
8,tanh,AdamW,"[32, 16]",Dane2_standardise,0.001645,0.001649,0.001042,180,21.29
9,tanh,AdamW,"[32, 16]",Dane2_standardise,0.001651,0.001798,0.001022,155,18.32
10,tanh,AdamW,"[32, 16]",Dane2_standardise,0.001577,0.0019,0.000946,147,17.56
1,tanh,AdamW,"[32, 16]",Dane2_raw,0.016129,0.013217,0.014416,103,12.52
2,tanh,AdamW,"[32, 16]",Dane2_raw,0.015793,0.011924,0.01416,48,6.34
3,tanh,AdamW,"[32, 16]",Dane2_raw,0.018025,0.014448,0.016421,49,6.47
4,tanh,AdamW,"[32, 16]",Dane2_raw,0.015599,0.012649,0.014171,53,6.94
5,tanh,AdamW,"[32, 16]",Dane2_raw,0.018525,0.014437,0.016704,42,5.81
6,tanh,AdamW,"[32, 16]",Dane2_raw,0.017152,0.014091,0.015605,50,6.62
7,tanh,AdamW,"[32, 16]",Dane2_raw,0.017199,0.013895,0.015667,47,6.33
8,tanh,AdamW,"[32, 16]",Dane2_raw,0.017017,0.012352,0.014761,41,5.61
9,tanh,AdamW,"[32, 16]",Dane2_raw,0.016496,0.012762,0.014712,48,6.37
10,tanh,AdamW,"[32, 16]",Dane2_raw,0.019227,0.015502,0.017366,50,6.63
1,tanh,AdamW,"[32, 32]",Dane1_standardise,0.476309,0.483685,0.466774,11,2.55
2,tanh,AdamW,"[32, 32]",Dane1_standardise,0.472821,0.474969,0.462923,20,3.53
3,tanh,AdamW,"[32, 32]",Dane1_standardise,0.462227,0.485707,0.458302,28,4.56
4,tanh,AdamW,"[32, 32]",Dane1_standardise,0.462274,0.497135,0.460731,25,4.17
5,tanh,AdamW,"[32, 32]",Dane1_standardise,0.464579,0.506995,0.464174,16,3.05
6,tanh,AdamW,"[32, 32]",Dane1_standardise,0.473859,0.480679,0.464643,11,2.36
7,tanh,AdamW,"[32, 32]",Dane1_standardise,0.471726,0.489281,0.464835,11,2.36
8,tanh,AdamW,"[32, 32]",Dane1_standardise,0.462952,0.499452,0.461575,21,3.59
9,tanh,AdamW,"[32, 32]",Dane1_standardise,0.462656,0.479237,0.457303,36,5.61
10,tanh,AdamW,"[32, 32]",Dane1_standardise,0.467098,0.469791,0.45841,19,13.61
1,tanh,AdamW,"[32, 32]",Dane1_raw,0.265478,0.259463,0.260895,55,8.25
2,tanh,AdamW,"[32, 32]",Dane1_raw,0.220687,0.22996,0.223385,105,14.77
3,tanh,AdamW,"[32, 32]",Dane1_raw,0.250747,0.237892,0.246796,81,11.61
4,tanh,AdamW,"[32, 32]",Dane1_raw,0.244718,0.229495,0.240596,79,11.36
5,tanh,AdamW,"[32, 32]",Dane1_raw,0.281495,0.288156,0.27861,48,7.32
6,tanh,AdamW,"[32, 32]",Dane1_raw,0.256197,0.268443,0.257892,56,8.31
7,tanh,AdamW,"[32, 32]",Dane1_raw,0.275797,0.288694,0.274715,44,6.78
8,tanh,AdamW,"[32, 32]",Dane1_raw,0.243897,0.259571,0.247396,57,8.5
9,tanh,AdamW,"[32, 32]",Dane1_raw,0.28244,0.275071,0.275802,43,6.61
10,tanh,AdamW,"[32, 32]",Dane1_raw,0.310293,0.288126,0.298642,34,5.41
1,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001615,0.001451,0.001025,166,20.09
2,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001022,0.001179,0.000631,156,18.91
3,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001213,0.001137,0.000734,132,16.17
4,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001283,0.001353,0.000816,148,18.02
5,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001144,0.001391,0.00065,144,17.62
6,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001885,0.001638,0.001078,154,18.69
7,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001504,0.001534,0.000965,151,18.33
8,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001485,0.001605,0.00099,156,18.83
9,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001525,0.001519,0.000947,150,18.19
10,tanh,AdamW,"[32, 32]",Dane2_standardise,0.001688,0.001817,0.00102,110,13.6
1,tanh,AdamW,"[32, 32]",Dane2_raw,0.014658,0.011105,0.013093,37,5.22
2,tanh,AdamW,"[32, 32]",Dane2_raw,0.014503,0.010551,0.012676,35,4.99
3,tanh,AdamW,"[32, 32]",Dane2_raw,0.015462,0.011768,0.013774,28,4.2
4,tanh,AdamW,"[32, 32]",Dane2_raw,0.015552,0.011935,0.013968,43,5.91
5,tanh,AdamW,"[32, 32]",Dane2_raw,0.016153,0.012764,0.014624,41,5.72
6,tanh,AdamW,"[32, 32]",Dane2_raw,0.013271,0.010448,0.012041,36,5.05
7,tanh,AdamW,"[32, 32]",Dane2_raw,0.015865,0.012148,0.014193,38,5.34
8,tanh,AdamW,"[32, 32]",Dane2_raw,0.014287,0.010919,0.012864,45,6.16
9,tanh,AdamW,"[32, 32]",Dane2_raw,0.015805,0.01183,0.014057,40,5.61
10,tanh,AdamW,"[32, 32]",Dane2_raw,0.013792,0.01111,0.012599,46,6.28
1,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.484226,0.454457,0.467481,30,5.44
2,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.485217,0.455112,0.468232,20,3.83
3,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.478366,0.477322,0.467085,18,3.53
4,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.477625,0.458787,0.463729,27,4.78
5,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.466533,0.463474,0.456983,29,5.05
6,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.493002,0.470094,0.476095,11,2.62
7,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.493294,0.470557,0.476422,11,2.66
8,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.467564,0.483065,0.461057,14,3.02
9,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.551234,0.477513,0.521242,11,2.64
10,tanh,AdamW,"[64, 64, 32]",Dane1_standardise,0.468055,0.483336,0.461373,23,4.28
1,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.009614,0.012111,0.002306,102,14.84
2,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.009853,0.012388,0.003327,81,12.02
3,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.011936,0.014997,0.005296,82,12.17
4,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.008634,0.010249,0.001228,112,16.33
5,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.009377,0.010936,0.002086,96,14.12
6,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.010454,0.013685,0.004128,87,12.83
7,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.008658,0.010589,0.001747,108,15.73
8,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.009078,0.010764,0.001677,106,15.43
9,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.010845,0.012507,0.003183,81,12.11
10,tanh,AdamW,"[64, 64, 32]",Dane1_raw,0.012035,0.014738,0.005854,69,10.36
1,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002224,0.001855,0.001466,58,7.83
2,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002119,0.001716,0.001231,45,6.31
3,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.001936,0.001688,0.001052,47,6.6
4,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002159,0.001984,0.001378,49,6.8
5,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.001546,0.001437,0.000984,79,10.36
6,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002396,0.001506,0.001501,59,7.97
7,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002417,0.001844,0.001374,63,8.38
8,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.001421,0.00148,0.000842,78,10.14
9,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.001607,0.00147,0.000938,74,9.72
10,tanh,AdamW,"[64, 64, 32]",Dane2_standardise,0.002357,0.00277,0.00148,50,6.91
1,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.016809,0.012326,0.014963,23,3.86
2,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.001032,0.000809,0.000733,132,16.36
3,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.017356,0.012807,0.015501,22,3.73
4,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.016357,0.012081,0.014395,22,3.68
5,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.016296,0.012058,0.01425,23,3.8
6,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.014637,0.011628,0.013294,21,3.55
7,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.00104,0.000845,0.000756,131,16.19
8,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.01658,0.012317,0.014928,21,3.61
9,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.016529,0.01238,0.014722,21,3.59
10,tanh,AdamW,"[64, 64, 32]",Dane2_raw,0.017015,0.011861,0.015073,22,3.69
1,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.466707,0.485023,0.460873,19,3.95
2,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.481177,0.473972,0.468393,14,3.04
3,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.503707,0.469084,0.483762,12,2.73
4,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.464835,0.489814,0.460814,16,3.36
5,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.470397,0.481759,0.462605,29,5.2
6,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.486675,0.468819,0.47145,22,4.15
7,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.477831,0.473779,0.46643,12,2.77
8,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.476171,0.476939,0.465932,12,2.84
9,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.466308,0.488761,0.46133,28,4.97
10,tanh,AdamW,"[128, 128, 64]",Dane1_standardise,0.488838,0.470444,0.4732,16,3.32
1,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.010938,0.013539,0.004131,56,8.91
2,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.009207,0.011736,0.002002,74,11.26
3,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.010647,0.014049,0.003797,62,9.6
4,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.010381,0.012547,0.0034,71,10.83
5,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.012954,0.016,0.00693,60,9.37
6,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.010208,0.01296,0.003066,63,9.76
7,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.01082,0.013227,0.004239,67,10.35
8,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.00932,0.012576,0.002464,67,10.4
9,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.008826,0.010607,0.001681,97,14.41
10,tanh,AdamW,"[128, 128, 64]",Dane1_raw,0.009713,0.011543,0.002296,69,10.66
1,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.00109,0.001042,0.000638,50,6.97
2,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.001798,0.001507,0.001003,39,5.66
3,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.002151,0.001603,0.001299,36,5.39
4,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.00134,0.00098,0.000943,59,8.02
5,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.001679,0.001265,0.001102,47,6.64
6,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.001434,0.001718,0.000953,33,4.98
7,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.001477,0.001232,0.000909,54,7.41
8,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.001592,0.001432,0.000934,49,6.94
9,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.00167,0.001458,0.000993,55,7.6
10,tanh,AdamW,"[128, 128, 64]",Dane2_standardise,0.002421,0.001547,0.001537,38,5.58
1,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.014321,0.009919,0.01266,17,3.12
2,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.013347,0.010194,0.011817,19,3.47
3,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.013262,0.010576,0.012043,19,3.4
4,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.013011,0.010984,0.011821,19,3.37
5,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.013701,0.010773,0.012117,19,3.41
6,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.015974,0.010686,0.014104,17,3.19
7,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.014461,0.010065,0.012489,18,3.24
8,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.012314,0.010126,0.011062,27,4.34
9,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.012846,0.010019,0.011552,19,3.37
10,tanh,AdamW,"[128, 128, 64]",Dane2_raw,0.014655,0.010114,0.012554,17,3.2
1,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.465549,0.488463,0.460918,12,3.21
2,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.469614,0.485476,0.462763,26,5.22
3,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.470906,0.482411,0.462992,19,4.16
4,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.473225,0.479446,0.463973,18,4.0
5,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.46396,0.492841,0.460779,21,4.41
6,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.490546,0.470989,0.474649,14,3.38
7,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.483073,0.47331,0.469615,19,4.09
8,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.489126,0.471357,0.473572,11,2.88
9,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.466497,0.486926,0.461302,13,3.11
10,tanh,AdamW,"[256, 256, 128]",Dane1_standardise,0.481354,0.47369,0.468573,12,3.06
1,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.012411,0.01608,0.007521,67,11.64
2,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.010546,0.011599,0.003586,64,11.14
3,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.010172,0.011873,0.003029,68,11.8
4,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.011071,0.013061,0.004164,67,11.61
5,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.01133,0.014478,0.004635,68,11.86
6,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.009426,0.011452,0.002177,72,12.56
7,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.009879,0.011787,0.003241,71,12.3
8,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.014436,0.019139,0.009709,52,9.33
9,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.01147,0.013567,0.004343,64,11.25
10,tanh,AdamW,"[256, 256, 128]",Dane1_raw,0.00935,0.01242,0.003048,65,11.36
1,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.002677,0.001658,0.00195,35,5.55
2,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.002124,0.001596,0.001323,33,5.22
3,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.00129,0.000987,0.000786,35,5.53
4,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.002906,0.001823,0.002092,27,4.52
5,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.002175,0.001743,0.001301,25,4.33
6,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.000774,0.000758,0.000475,52,7.66
7,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.001782,0.00183,0.001125,26,4.42
8,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.001239,0.000919,0.001016,46,6.84
9,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.000748,0.000729,0.000435,69,9.68
10,tanh,AdamW,"[256, 256, 128]",Dane2_standardise,0.000943,0.000736,0.000506,66,9.7
1,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.011675,0.009421,0.010428,22,3.91
2,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.011802,0.009526,0.010831,34,5.52
3,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.012377,0.009256,0.011198,16,3.19
4,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.013001,0.009619,0.011309,15,3.03
5,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.012219,0.00947,0.010343,34,5.65
6,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.011326,0.00885,0.00999,48,7.56
7,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.011699,0.009482,0.010836,41,6.31
8,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.012003,0.009606,0.011098,42,6.38
9,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.012371,0.009203,0.01118,15,3.04
10,tanh,AdamW,"[256, 256, 128]",Dane2_raw,0.012184,0.008945,0.010711,15,3.03
1,tanh,SGD,[32],Dane1_standardise,0.477342,0.483027,0.46767,22,3.39
2,tanh,SGD,[32],Dane1_standardise,0.480238,0.473199,0.46762,16,2.61
3,tanh,SGD,[32],Dane1_standardise,0.480758,0.473052,0.467969,13,2.11
4,tanh,SGD,[32],Dane1_standardise,0.483245,0.476431,0.471408,24,3.52
5,tanh,SGD,[32],Dane1_standardise,0.477837,0.475003,0.466698,17,2.61
6,tanh,SGD,[32],Dane1_standardise,0.485682,0.482025,0.474419,14,2.24
7,tanh,SGD,[32],Dane1_standardise,0.505447,0.468387,0.485004,11,1.83
8,tanh,SGD,[32],Dane1_standardise,0.484424,0.472869,0.470493,11,1.84
9,tanh,SGD,[32],Dane1_standardise,0.515275,0.475155,0.493392,11,1.87
10,tanh,SGD,[32],Dane1_standardise,0.494885,0.472583,0.477829,11,1.86
1,tanh,SGD,[32],Dane1_raw,0.267682,0.251898,0.25892,41,5.62
2,tanh,SGD,[32],Dane1_raw,0.281816,0.267199,0.27352,28,3.97
3,tanh,SGD,[32],Dane1_raw,0.304152,0.275051,0.290579,38,5.22
4,tanh,SGD,[32],Dane1_raw,0.255085,0.251729,0.249839,48,6.56
5,tanh,SGD,[32],Dane1_raw,0.274873,0.277351,0.268664,25,3.64
6,tanh,SGD,[32],Dane1_raw,0.254201,0.263752,0.253133,40,5.58
7,tanh,SGD,[32],Dane1_raw,0.27589,0.280213,0.271037,30,4.27
8,tanh,SGD,[32],Dane1_raw,0.284326,0.256685,0.272071,32,4.53
9,tanh,SGD,[32],Dane1_raw,0.28558,0.276527,0.27723,31,4.39
10,tanh,SGD,[32],Dane1_raw,0.315127,0.302566,0.302948,33,4.72
1,tanh,SGD,[32],Dane2_standardise,0.001598,0.001142,0.000894,113,13.08
2,tanh,SGD,[32],Dane2_standardise,0.001722,0.001279,0.000987,130,14.91
3,tanh,SGD,[32],Dane2_standardise,0.002063,0.001417,0.001238,85,10.06
4,tanh,SGD,[32],Dane2_standardise,0.000826,0.000665,0.000496,138,15.7
5,tanh,SGD,[32],Dane2_standardise,0.001389,0.001085,0.000769,161,18.33
6,tanh,SGD,[32],Dane2_standardise,0.001468,0.000891,0.000826,140,16.06
7,tanh,SGD,[32],Dane2_standardise,0.000733,0.000609,0.000472,89,10.49
8,tanh,SGD,[32],Dane2_standardise,0.001511,0.001075,0.000887,114,13.14
9,tanh,SGD,[32],Dane2_standardise,0.000922,0.00069,0.000524,92,10.86
10,tanh,SGD,[32],Dane2_standardise,0.00098,0.00076,0.000607,108,12.58
1,tanh,SGD,[32],Dane2_raw,0.009969,0.008072,0.008919,141,16.13
2,tanh,SGD,[32],Dane2_raw,0.010804,0.008885,0.009737,48,5.9
3,tanh,SGD,[32],Dane2_raw,0.011902,0.009806,0.01084,32,4.09
4,tanh,SGD,[32],Dane2_raw,0.011608,0.009055,0.010407,46,5.65
5,tanh,SGD,[32],Dane2_raw,0.012114,0.009908,0.01102,28,3.67
6,tanh,SGD,[32],Dane2_raw,0.012209,0.009956,0.010942,43,5.3
7,tanh,SGD,[32],Dane2_raw,0.013004,0.010308,0.011891,23,3.13
8,tanh,SGD,[32],Dane2_raw,0.012112,0.009808,0.011243,27,3.5
9,tanh,SGD,[32],Dane2_raw,0.011501,0.009282,0.010428,33,4.22
10,tanh,SGD,[32],Dane2_raw,0.011488,0.009362,0.010321,37,4.67
1,tanh,SGD,"[32, 16]",Dane1_standardise,0.466991,0.496933,0.464581,13,2.41
2,tanh,SGD,"[32, 16]",Dane1_standardise,0.481477,0.468821,0.467764,15,2.52
3,tanh,SGD,"[32, 16]",Dane1_standardise,0.466165,0.487347,0.461083,16,2.63
4,tanh,SGD,"[32, 16]",Dane1_standardise,0.487806,0.469669,0.472456,11,1.97
5,tanh,SGD,"[32, 16]",Dane1_standardise,0.49381,0.467078,0.476221,17,2.75
6,tanh,SGD,"[32, 16]",Dane1_standardise,0.491051,0.457502,0.47286,18,2.94
7,tanh,SGD,"[32, 16]",Dane1_standardise,0.497803,0.470714,0.47993,11,1.98
8,tanh,SGD,"[32, 16]",Dane1_standardise,0.468887,0.485406,0.462669,30,4.44
9,tanh,SGD,"[32, 16]",Dane1_standardise,0.47551,0.468124,0.463714,24,3.7
10,tanh,SGD,"[32, 16]",Dane1_standardise,0.464682,0.485316,0.459604,17,2.76
1,tanh,SGD,"[32, 16]",Dane1_raw,0.086723,0.081509,0.089506,45,6.36
2,tanh,SGD,"[32, 16]",Dane1_raw,0.079584,0.076834,0.08375,63,8.69
3,tanh,SGD,"[32, 16]",Dane1_raw,0.068347,0.054718,0.064329,94,12.8
4,tanh,SGD,"[32, 16]",Dane1_raw,0.086386,0.081479,0.09102,67,9.22
5,tanh,SGD,"[32, 16]",Dane1_raw,0.051827,0.059945,0.055665,68,9.3
6,tanh,SGD,"[32, 16]",Dane1_raw,0.094479,0.093906,0.099452,68,9.39
7,tanh,SGD,"[32, 16]",Dane1_raw,0.076496,0.080563,0.082187,60,8.45
8,tanh,SGD,"[32, 16]",Dane1_raw,0.083426,0.081817,0.088156,48,7.09
9,tanh,SGD,"[32, 16]",Dane1_raw,0.090899,0.087742,0.096973,57,8.31
10,tanh,SGD,"[32, 16]",Dane1_raw,0.088276,0.094765,0.095594,39,5.89
1,tanh,SGD,"[32, 16]",Dane2_standardise,0.001061,0.001161,0.000693,125,16.33
2,tanh,SGD,"[32, 16]",Dane2_standardise,0.000589,0.000476,0.000324,127,16.15
3,tanh,SGD,"[32, 16]",Dane2_standardise,0.000491,0.000389,0.000252,172,23.72
